"","SEQN","HOD011","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220","file_name","cycle","begin_year","end_year"
"3888",24892,2,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3889",24893,4,7,2,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3890",24894,4,7,99,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3891",24895,4,4,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3892",24896,2,NA,99,5,3,1,1,1,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"3893",24897,2,NA,99,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3894",24898,4,3,99,5,2,2,1,2,2,NA,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"3895",24899,2,NA,4,7,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3896",24900,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3897",24901,4,1,99,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3898",24902,2,NA,3,5,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3899",24903,2,NA,3,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3900",24904,4,7,3,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3901",24905,2,NA,4,6,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3902",24906,2,NA,1,6,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3903",24907,2,NA,99,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3904",24908,3,NA,6,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3905",24909,4,1,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3906",24910,2,NA,99,3,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3907",24911,2,NA,4,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3908",24912,2,NA,99,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3909",24913,2,NA,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3910",24914,3,NA,3,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3911",24915,3,NA,3,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3912",24916,4,3,6,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3913",24917,4,5,2,4,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3914",24918,4,3,6,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3915",24919,2,NA,3,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3916",24920,3,NA,5,8,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3917",24921,2,NA,1,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3918",24922,2,NA,4,6,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3919",24923,2,NA,99,8,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3920",24924,4,5,4,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3921",24925,1,NA,3,5,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3922",24926,1,NA,1,5,1,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"3923",24927,2,NA,4,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3924",24928,2,NA,3,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3925",24929,2,NA,99,4,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3926",24930,2,NA,4,10,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3927",24931,3,NA,99,4,2,2,1,2,2,NA,2,NA,NA,2,NA,1,"HOQ_C","2003-2004",2003,2004
"3928",24932,5,NA,99,999,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3929",24933,2,NA,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3930",24934,4,5,3,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3931",24935,2,NA,1,7,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3932",24936,1,NA,2,6,2,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"3933",24937,2,NA,3,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3934",24938,2,NA,3,9,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3935",24939,3,NA,77,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3936",24940,2,NA,99,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3937",24941,4,3,99,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3938",24942,2,NA,3,8,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3939",24943,2,NA,99,7,3,2,1,2,1,1,1,2,NA,1,2,2,"HOQ_C","2003-2004",2003,2004
"3940",24944,2,NA,4,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3941",24945,2,NA,3,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3942",24946,2,NA,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3943",24947,2,NA,1,9,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3944",24948,2,NA,3,8,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3945",24949,4,7,99,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3946",24950,2,NA,4,7,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3947",24951,2,NA,2,11,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3948",24952,2,NA,99,5,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3949",24953,4,1,99,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3950",24954,1,NA,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3951",24955,2,NA,3,10,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3952",24956,2,NA,5,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3953",24957,2,NA,4,7,3,1,9,2,1,2,2,NA,NA,1,2,2,"HOQ_C","2003-2004",2003,2004
"3954",24958,2,NA,2,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3955",24959,2,NA,2,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3956",24960,4,5,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3957",24961,2,NA,3,3,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3958",24962,2,NA,3,6,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3959",24963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3960",24964,2,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3961",24965,4,3,99,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3962",24966,1,NA,99,3,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3963",24967,4,1,99,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3964",24968,4,4,99,7,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3965",24969,4,6,3,7,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3966",24970,3,NA,6,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3967",24971,2,NA,5,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3968",24972,4,6,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3969",24973,1,NA,99,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3970",24974,4,5,99,2,3,2,1,2,2,NA,1,1,1,2,NA,2,"HOQ_C","2003-2004",2003,2004
"3971",24975,2,NA,6,7,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3972",24976,4,3,3,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3973",24977,2,NA,2,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3974",24978,1,NA,1,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3975",24979,4,5,99,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3976",24980,2,NA,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3977",24981,2,NA,1,7,3,1,2,1,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"3978",24982,3,NA,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3979",24983,3,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3980",24984,4,6,99,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3981",24985,2,NA,2,10,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3982",24986,2,NA,1,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3983",24987,2,NA,1,9,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3984",24988,2,NA,1,12,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3985",24989,2,NA,6,9,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3986",24990,2,NA,2,11,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3987",24991,2,NA,4,10,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3988",24992,3,NA,1,8,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3989",24993,4,4,99,4,2,2,1,1,2,NA,1,2,NA,1,2,2,"HOQ_C","2003-2004",2003,2004
"3990",24994,2,NA,2,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3991",24995,1,NA,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3992",24996,2,NA,1,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3993",24997,3,NA,3,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3994",24998,3,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3995",24999,2,NA,2,7,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3996",25000,1,NA,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3997",25001,2,NA,4,9,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3998",25002,2,NA,1,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"3999",25003,4,7,4,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4000",25004,2,NA,6,7,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4001",25005,2,NA,1,8,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4002",25006,2,NA,5,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4003",25007,2,NA,6,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4004",25008,4,6,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4005",25009,5,NA,99,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4006",25010,2,NA,6,7,4,1,1,1,1,1,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4007",25011,2,NA,3,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4008",25012,2,NA,6,8,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4009",25013,1,NA,3,5,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4010",25014,2,NA,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4011",25015,2,NA,2,11,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4012",25016,4,4,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4013",25017,2,NA,2,8,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4014",25018,3,NA,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4015",25019,2,NA,2,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4016",25020,4,7,2,3,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4017",25021,4,4,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4018",25022,4,3,2,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4019",25023,2,NA,3,8,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4020",25024,2,NA,2,6,4,1,1,2,1,1,1,1,1,1,1,2,"HOQ_C","2003-2004",2003,2004
"4021",25025,2,NA,99,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4022",25026,2,NA,2,9,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4023",25027,4,1,99,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4024",25028,2,NA,6,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4025",25029,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4026",25030,2,NA,99,5,1,2,1,2,1,9,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4027",25031,4,1,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4028",25032,2,NA,4,6,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4029",25033,2,NA,3,9,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4030",25034,2,NA,1,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4031",25035,2,NA,4,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4032",25036,2,NA,1,5,4,1,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4033",25037,4,4,99,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4034",25038,1,NA,99,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4035",25039,4,6,99,6,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4036",25040,2,NA,1,6,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4037",25041,4,7,6,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4038",25042,4,3,99,6,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4039",25043,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4040",25044,2,NA,99,13,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4041",25045,2,NA,4,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4042",25046,2,NA,6,6,4,1,1,1,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4043",25047,2,NA,4,6,3,1,1,2,1,2,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4044",25048,2,NA,4,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4045",25049,2,NA,3,13,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4046",25050,4,7,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4047",25051,3,NA,77,5,2,2,1,2,2,NA,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4048",25052,4,7,99,7,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4049",25053,4,5,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4050",25054,4,5,3,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4051",25055,4,5,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4052",25056,2,NA,2,8,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4053",25057,4,1,77,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4054",25058,4,1,99,6,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4055",25059,4,3,99,7,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4056",25060,1,NA,1,6,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4057",25061,2,NA,4,10,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4058",25062,2,NA,99,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4059",25063,2,NA,2,7,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4060",25064,2,NA,1,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4061",25065,6,NA,99,1,1,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4062",25066,2,NA,6,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4063",25067,2,NA,3,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4064",25068,2,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4065",25069,4,4,99,3,1,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4066",25070,2,NA,3,7,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4067",25071,2,NA,4,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4068",25072,2,NA,99,5,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4069",25073,4,1,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4070",25074,2,NA,6,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4071",25075,2,NA,2,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4072",25076,2,NA,3,10,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4073",25077,2,NA,99,8,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4074",25078,2,NA,2,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4075",25079,4,6,99,4,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4076",25080,4,3,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4077",25081,4,1,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4078",25082,3,NA,2,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4079",25083,4,4,99,3,2,2,1,2,1,2,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"4080",25084,4,6,3,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4081",25085,2,NA,99,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4082",25086,2,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4083",25087,4,3,99,4,4,1,1,2,2,NA,1,2,NA,2,NA,1,"HOQ_C","2003-2004",2003,2004
"4084",25088,99,NA,99,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4085",25089,4,1,99,6,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4086",25090,1,NA,3,7,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4087",25091,2,NA,4,6,2,2,9,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4088",25092,4,5,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4089",25093,2,NA,1,8,1,1,1,2,1,2,2,NA,NA,2,NA,1,"HOQ_C","2003-2004",2003,2004
"4090",25094,2,NA,99,6,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4091",25095,2,NA,4,7,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4092",25096,2,NA,3,6,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"4093",25097,4,6,3,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
